timestamp_utc,episode,term,progress,time,distance,fitness,baseline,return_std,advantage,loss,log_prob_sum,entropy,grad_norm,steps,steer_std,model_path
2026-04-27T21:50:23Z,1,-1,5.714285714285714,10.829999923706055,73.97467803955078,5605985.715048654,0.0,5605985.715048654,1.0,1753.1552734375,-1754.88134765625,1726.0296630859375,72.33999633789062,986,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:50:38Z,2,-1,5.714285714285714,11.9399995803833,71.03337097167969,5594885.718481882,5605985.715048654,1000000.0,-0.011099996566772461,-23.85275650024414,-1970.689697265625,1978.1065673828125,0.9597641229629517,1130,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:50:52Z,3,-1,5.714285714285714,11.720000267028809,75.59869384765625,5597085.7116154265,5604875.715391977,7848.882843512203,-0.9924984143430579,-2013.15576171875,-2026.33837890625,2018.14013671875,164.08355712890625,1153,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:51:07Z,4,-1,5.714285714285714,11.989999771118164,74.5240249633789,5594385.716574533,5604096.715014322,5877.357040391881,-1.6522730154132892,-3430.949951171875,-2075.256103515625,2060.31005859375,254.51669311523438,1177,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:51:23Z,5,-1,8.571428571428571,13.029999732971191,78.21517181396484,8441128.574098859,5603125.615170343,5395.676466774673,5.0,10693.853515625,-2139.196044921875,2126.692626953125,486.6575622558594,1215,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:51:40Z,6,-1,5.714285714285714,14.100000381469727,75.98155975341797,5573285.710471017,5886925.911063195,1271456.0056245988,-0.24667798115287767,-617.524169921875,-2493.19384765625,2508.192626953125,19.099205017089844,1433,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:51:55Z,7,-1,5.714285714285714,12.34000015258789,75.21516418457031,5590885.712759836,5855561.8910039775,1162742.1278483006,-0.22763102144921454,-487.3304748535156,-2131.390869140625,2159.793212890625,15.797613143920898,1234,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:52:11Z,8,-1,8.571428571428571,13.470000267028809,77.96835327148438,8436728.568758283,5829094.273179563,1076630.1759814085,2.4220334463519158,5560.95654296875,-2296.928955078125,2282.4521484375,435.2563781738281,1304,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:52:27Z,9,-1,5.714285714285714,13.220000267028809,75.97075653076172,5582085.7116154265,6089857.702737435,1317555.7237047234,-0.38538938580468324,-866.1151733398438,-2241.645263671875,2208.883056640625,24.012380599975586,1262,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:52:43Z,10,-1,8.571428571428571,12.75,76.80695343017578,8443928.57142857,6039080.503625235,1255752.0484400124,1.9150660122679597,4233.34814453125,-2211.7275390625,2255.924072265625,113.54010009765625,1289,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:52:58Z,11,-1,5.714285714285714,13.050000190734863,73.97052764892578,5583785.712378366,6279565.310405568,1376403.4160028573,-0.5055055733934316,-904.16748046875,-1785.052734375,1813.443603515625,75.5188217163086,1036,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:53:14Z,12,-1,5.714285714285714,13.390000343322754,76.09868621826172,5580385.710852487,6209987.350602848,1331400.3220066356,-0.4728868014703872,-887.6491088867188,-1873.10009765625,1884.8204345703125,28.886991500854492,1077,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:53:29Z,13,-1,8.571428571428571,11.930000305175781,77.3050308227539,8452128.568376813,6147027.186627813,1289623.1758026697,1.7874224230766407,3437.816162109375,-1924.416259765625,1928.795654296875,82.833984375,1102,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:53:40Z,14,-1,2.857142857142857,9.149999618530273,49.533443450927734,2765642.8609575545,6377537.3248027135,1371181.2550114456,-2.6341480753505557,-4283.63427734375,-1625.57666015625,1624.362060546875,418.0818176269531,928,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:53:56Z,15,-1,5.714285714285714,12.579999923706055,75.77035522460938,5588485.715048654,6016347.878418198,1647518.7180064225,-0.2597009422067616,-577.883544921875,-2216.724609375,2198.0888671875,17.621042251586914,1256,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:54:11Z,16,-1,5.714285714285714,12.869999885559082,75.79579162597656,5585585.715430124,5973561.6620812435,1595498.4125235206,-0.24316912107576305,-533.9258422851562,-2186.535400390625,2227.953369140625,38.41432189941406,1273,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:54:26Z,17,-1,8.571428571428571,12.260000228881836,77.6453628540039,8448828.569139753,5934764.0674161315,1548120.556079347,1.6239462048682765,3480.961181640625,-2144.838134765625,2140.516357421875,204.08526611328125,1223,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:54:40Z,18,-1,5.714285714285714,11.399999618530273,72.89727783203125,5600285.718100412,6186170.517588494,1601331.43485916,-0.36587353918997545,-749.5720825195312,-2043.24658203125,2002.177001953125,60.1075439453125,1144,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:54:56Z,19,-1,8.571428571428571,13.430000305175781,77.43343353271484,8437128.568376813,6127582.037639687,1561344.8901252183,1.4792033107764568,3283.794189453125,-2221.487060546875,2236.85302734375,132.0074462890625,1278,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
2026-04-27T21:55:12Z,20,-1,5.714285714285714,12.529999732971191,76.2401123046875,5588985.716956003,6358536.6907134,1599911.6526682328,-0.4809959177895781,-1021.2271728515625,-2118.701171875,2140.537353515625,24.642866134643555,1223,0.35,logs/rl_runs\20260427_234958_rl_smoke_AI_Training_5\latest_model.pt
